,NodeA,NodeB
27869,2786,8419
27870,2787,5538
27871,2787,6322
27872,2787,5293
27873,2787,7987
27874,2787,3165
27875,2787,5573
27876,2787,984
27877,2787,5536
27878,2787,6938
27879,2787,7849
27880,2788,4417
27881,2788,2819
27882,2788,5506
27883,2788,1693
27884,2788,2720
27885,2788,9280
27886,2788,7063
27887,2788,235
27888,2788,3034
27889,2788,8392
27890,2789,8108
27891,2789,8136
27892,2789,856
27893,2789,8111
27894,2789,3346
27895,2789,9077
27896,2789,3909
27897,2789,8258
27898,2789,8385
27899,2789,8741
27900,2790,3106
27901,2790,6493
27902,2790,220
27903,2790,5271
27904,2790,1623
27905,2790,9157
27906,2790,5449
27907,2790,946
27908,2790,2633
27909,2790,2628
27910,2791,7509
27911,2791,2651
27912,2791,4141
27913,2791,6579
27914,2791,8024
27915,2791,1514
27916,2791,7997
27917,2791,9265
27918,2791,1959
27919,2791,4150
27920,2792,7297
27921,2792,841
27922,2792,2264
27923,2792,5611
27924,2792,8892
27925,2792,3096
27926,2792,2200
27927,2792,2684
27928,2792,4227
27929,2792,1088
27930,2793,751
27931,2793,1320
27932,2793,745
27933,2793,9404
27934,2793,1191
27935,2793,8272
27936,2793,6486
27937,2793,5067
27938,2793,290
27939,2793,3376
27940,2794,3850
27941,2794,8655
27942,2794,2220
27943,2794,4465
27944,2794,3897
27945,2794,1584
27946,2794,205
27947,2794,150
27948,2794,242
27949,2794,511
27950,2795,9455
27951,2795,5354
27952,2795,648
27953,2795,436
27954,2795,7927
27955,2795,524
27956,2795,8699
27957,2795,1850
27958,2795,588
27959,2795,592
27960,2796,2179
27961,2796,4945
27962,2796,5028
27963,2796,1371
27964,2796,4576
27965,2796,2144
27966,2796,9457
27967,2796,1251
27968,2796,9207
27969,2796,8772
27970,2797,4408
27971,2797,2638
27972,2797,5616
27973,2797,4985
27974,2797,5741
27975,2797,9226
27976,2797,4475
27977,2797,8435
27978,2797,2616
27979,2797,8082
27980,2798,1289
27981,2798,2384
27982,2798,3074
27983,2798,4671
27984,2798,4128
27985,2798,7757
27986,2798,7026
27987,2798,1155
27988,2798,5596
27989,2798,1287
27990,2799,5319
27991,2799,2801
27992,2799,7136
27993,2799,9120
27994,2799,5184
27995,2799,9268
27996,2799,6544
27997,2799,812
27998,2799,2028
27999,2799,7700
28000,2800,577
28001,2800,8017
28002,2800,5582
28003,2800,452
28004,2800,6876
28005,2800,8016
28006,2800,1021
28007,2800,4419
28008,2800,8037
28009,2800,4999
28010,2801,2028
28011,2801,7443
28012,2801,6544
28013,2801,7052
28014,2801,7028
28015,2801,3736
28016,2801,8559
28017,2801,8554
28018,2801,8964
28019,2801,1341
28020,2802,1268
28021,2802,5514
28022,2802,1186
28023,2802,8546
28024,2802,2575
28025,2802,2231
28026,2802,3665
28027,2802,9299
28028,2802,5338
28029,2802,9338
28030,2803,6368
28031,2803,2155
28032,2803,2743
28033,2803,9347
28034,2803,5657
28035,2803,1689
28036,2803,646
28037,2803,9400
28038,2803,4779
28039,2803,713
28040,2804,4838
28041,2804,4382
28042,2804,6453
28043,2804,8144
28044,2804,1152
28045,2804,9119
28046,2804,6779
28047,2804,1380
28048,2804,9052
28049,2804,413
28050,2805,9279
28051,2805,3497
28052,2805,1799
28053,2805,6499
28054,2805,3229
28055,2805,8317
28056,2805,6733
28057,2805,711
28058,2805,2332
28059,2805,1434
28060,2806,1241
28061,2806,5704
28062,2806,4395
28063,2806,4522
28064,2806,5620
28065,2806,5802
28066,2806,3539
28067,2806,4193
28068,2806,9245
28069,2806,5626
28070,2807,2788
28071,2807,7195
28072,2807,1439
28073,2807,5073
28074,2807,2272
28075,2807,1010
28076,2807,5946
28077,2807,9492
28078,2807,7741
28079,2807,5337
28080,2808,8663
28081,2808,5306
28082,2808,3150
28083,2808,5399
28084,2808,6542
28085,2808,2958
28086,2808,8255
28087,2808,6786
28088,2808,3788
28089,2808,586
28090,2809,4110
28091,2809,2368
28092,2809,8279
28093,2809,103
28094,2809,2365
28095,2809,1171
28096,2809,3200
28097,2809,5770
28098,2809,7901
28099,2809,6598
28100,2810,2591
28101,2810,1925
28102,2810,2101
28103,2810,3836
28104,2810,5831
28105,2810,412
28106,2810,2667
28107,2810,7168
28108,2810,7569
28109,2810,9061
28110,2811,3599
28111,2811,8479
28112,2811,8735
28113,2811,8446
28114,2811,2320
28115,2811,3505
28116,2811,5194
28117,2811,2084
28118,2811,1439
28119,2811,1270
28120,2812,5
28121,2812,8910
28122,2812,8133
28123,2812,8140
28124,2812,5037
28125,2812,9611
28126,2812,1891
28127,2812,1417
28128,2812,4728
28129,2812,2842
28130,2813,2542
28131,2813,1143
28132,2813,8243
28133,2813,9594
28134,2813,7956
28135,2813,7707
28136,2813,695
28137,2813,3494
28138,2813,2327
28139,2813,3959
28140,2814,1140
28141,2814,4941
28142,2814,5535
28143,2814,2894
28144,2814,6763
28145,2814,5677
28146,2814,919
28147,2814,8596
28148,2814,3192
28149,2814,5951
28150,2815,5733
28151,2815,3025
28152,2815,9055
28153,2815,5689
28154,2815,7802
28155,2815,5637
28156,2815,4374
28157,2815,8686
28158,2815,9514
28159,2815,6451
28160,2816,8425
28161,2816,4276
28162,2816,5339
28163,2816,5353
28164,2816,6345
28165,2816,3661
28166,2816,2734
28167,2816,5081
28168,2816,2566
28169,2816,4264
28170,2817,1787
28171,2817,1270
28172,2817,4321
28173,2817,9396
28174,2817,9352
28175,2817,6845
28176,2817,8392
28177,2817,5628
28178,2817,4556
28179,2817,2234
28180,2818,5092
28181,2818,6792
28182,2818,2244
28183,2818,4193
28184,2818,9225
28185,2818,5344
28186,2818,4945
28187,2818,2264
28188,2818,2322
28189,2818,5696
28190,2819,8186
28191,2819,2705
28192,2819,4567
28193,2819,8601
28194,2819,1003
28195,2819,9297
28196,2819,316
28197,2819,873
28198,2819,151
28199,2819,6140
28200,2820,5245
28201,2820,1806
28202,2820,7848
28203,2820,8907
28204,2820,504
28205,2820,5767
28206,2820,1445
28207,2820,5276
28208,2820,3765
28209,2820,5742
28210,2821,8901
28211,2821,1468
28212,2821,4850
28213,2821,5146
28214,2821,9011
28215,2821,9029
28216,2821,8092
28217,2821,2135
28218,2821,4825
28219,2821,2274
28220,2822,5241
28221,2822,5797
28222,2822,7283
28223,2822,8373
28224,2822,6435
28225,2822,6641
28226,2822,9322
28227,2822,3159
28228,2822,5814
28229,2822,5978
28230,2823,1285
28231,2823,985
28232,2823,8941
28233,2823,4181
28234,2823,2922
28235,2823,4262
28236,2823,8907
28237,2823,22
28238,2823,9088
28239,2823,6746
28240,2824,4789
28241,2824,4871
28242,2824,7513
28243,2824,8739
28244,2824,7787
28245,2824,9394
28246,2824,2448
28247,2824,3021
28248,2824,1120
28249,2824,3156
28250,2825,7866
28251,2825,864
28252,2825,7529
28253,2825,3095
28254,2825,7314
28255,2825,8813
28256,2825,1021
28257,2825,7090
28258,2825,4176
28259,2825,3706
28260,2826,1992
28261,2826,8586
28262,2826,4476
28263,2826,721
28264,2826,7542
28265,2826,5728
28266,2826,7574
28267,2826,2193
28268,2826,1865
28269,2826,6216
28270,2827,5955
28271,2827,3678
28272,2827,6744
28273,2827,3310
28274,2827,5590
28275,2827,9166
28276,2827,4362
28277,2827,8313
28278,2827,4740
28279,2827,5816
28280,2828,7540
28281,2828,9579
28282,2828,7429
28283,2828,2129
28284,2828,8239
28285,2828,4132
28286,2828,2236
28287,2828,1984
28288,2828,8947
28289,2828,6779
28290,2829,5733
28291,2829,3503
28292,2829,2815
28293,2829,4945
28294,2829,375
28295,2829,3071
28296,2829,1480
28297,2829,3108
28298,2829,8267
28299,2829,3236
28300,2830,3055
28301,2830,3083
28302,2830,8665
28303,2830,4768
28304,2830,4919
28305,2830,9597
28306,2830,175
28307,2830,5227
28308,2830,4676
28309,2830,5979
28310,2831,2424
28311,2831,9389
28312,2831,6437
28313,2831,2104
28314,2831,5062
28315,2831,1325
28316,2831,1047
28317,2831,9289
28318,2831,8273
28319,2831,338
28320,2832,8169
28321,2832,5242
28322,2832,5536
28323,2832,2441
28324,2832,7987
28325,2832,3165
28326,2832,5273
28327,2832,2787
28328,2832,6643
28329,2832,4818
28330,2833,5900
28331,2833,5655
28332,2833,2606
28333,2833,4293
28334,2833,3583
28335,2833,1254
28336,2833,9029
28337,2833,7631
28338,2833,7881
28339,2833,1926
28340,2834,8821
28341,2834,5452
28342,2834,264
28343,2834,1465
28344,2834,7275
28345,2834,1765
28346,2834,542
28347,2834,4787
28348,2834,7925
28349,2834,650
28350,2835,1363
28351,2835,8938
28352,2835,6353
28353,2835,4818
28354,2835,6643
28355,2835,7663
28356,2835,4578
28357,2835,3207
28358,2835,684
28359,2835,6992
28360,2836,976
28361,2836,661
28362,2836,6125
28363,2836,8208
28364,2836,4685
28365,2836,5625
28366,2836,997
28367,2836,398
28368,2836,4246
28369,2836,1571
28370,2837,2210
28371,2837,3897
28372,2837,1274
28373,2837,54
28374,2837,4193
28375,2837,5051
28376,2837,8385
28377,2837,124
28378,2837,5630
28379,2837,4634
28380,2838,3387
28381,2838,2127
28382,2838,5028
28383,2838,3703
28384,2838,5517
28385,2838,3109
28386,2838,5620
28387,2838,6354
28388,2838,6429
28389,2838,3539
28390,2839,9232
28391,2839,3012
28392,2839,9562
28393,2839,5754
28394,2839,2631
28395,2839,2669
28396,2839,4485
28397,2839,5978
28398,2839,2436
28399,2839,3175
28400,2840,5150
28401,2840,7020
28402,2840,1795
28403,2840,5680
28404,2840,7669
28405,2840,3905
28406,2840,2720
28407,2840,4417
28408,2840,7502
28409,2840,4565
28410,2841,546
28411,2841,8044
28412,2841,693
28413,2841,5331
28414,2841,7461
28415,2841,6191
28416,2841,4060
28417,2841,4300
28418,2841,6891
28419,2841,4701
28420,2842,3374
28421,2842,4390
28422,2842,9373
28423,2842,2097
28424,2842,3494
28425,2842,8703
28426,2842,458
28427,2842,9366
28428,2842,7795
28429,2842,6918
28430,2843,7635
28431,2843,4162
28432,2843,421
28433,2843,8142
28434,2843,287
28435,2843,2886
28436,2843,4723
28437,2843,1765
28438,2843,8727
28439,2843,8056
28440,2844,1161
28441,2844,6679
28442,2844,7902
28443,2844,7595
28444,2844,7310
28445,2844,332
28446,2844,3176
28447,2844,6332
28448,2844,3835
28449,2844,3453
28450,2845,8293
28451,2845,6963
28452,2845,4553
28453,2845,1682
28454,2845,7942
28455,2845,2477
28456,2845,6091
28457,2845,1187
28458,2845,8948
28459,2845,930
28460,2846,9117
28461,2846,6150
28462,2846,6147
28463,2846,9245
28464,2846,5633
28465,2846,4320
28466,2846,5344
28467,2846,5802
28468,2846,3132
28469,2846,6920
28470,2847,1764
28471,2847,1185
28472,2847,102
28473,2847,8519
28474,2847,8547
28475,2847,8108
28476,2847,2438
28477,2847,4577
28478,2847,9514
28479,2847,7802
28480,2848,5113
28481,2848,9190
28482,2848,1777
28483,2848,1682
28484,2848,8586
28485,2848,316
28486,2848,6326
28487,2848,405
28488,2848,7006
28489,2848,2123
28490,2849,2792
28491,2849,2264
28492,2849,4032
28493,2849,149
28494,2849,4936
28495,2849,2345
28496,2849,7883
28497,2849,1088
28498,2849,5611
28499,2849,2648
28500,2850,7499
28501,2850,2448
28502,2850,8128
28503,2850,2239
28504,2850,804
28505,2850,4780
28506,2850,1548
28507,2850,7562
28508,2850,5904
28509,2850,6440
28510,2851,7303
28511,2851,1765
28512,2851,3372
28513,2851,3701
28514,2851,9317
28515,2851,1613
28516,2851,7754
28517,2851,1799
28518,2851,9463
28519,2851,8056
28520,2852,6112
28521,2852,5144
28522,2852,3216
28523,2852,6546
28524,2852,6665
28525,2852,1844
28526,2852,8289
28527,2852,449
28528,2852,9067
28529,2852,1638
28530,2853,3455
28531,2853,1213
28532,2853,8145
28533,2853,2103
28534,2853,4417
28535,2853,9335
28536,2853,4479
28537,2853,713
28538,2853,1151
28539,2853,7669
28540,2854,8968
28541,2854,4443
28542,2854,5197
28543,2854,391
28544,2854,4392
28545,2854,5976
28546,2854,9130
28547,2854,3148
28548,2854,6993
28549,2854,837
28550,2855,8560
28551,2855,4454
28552,2855,399
28553,2855,6892
28554,2855,7534
28555,2855,8277
28556,2855,6228
28557,2855,8754
28558,2855,3391
28559,2855,6137
28560,2856,5556
28561,2856,6938
28562,2856,2970
28563,2856,5242
28564,2856,8019
28565,2856,5234
28566,2856,6322
28567,2856,7002
28568,2856,5573
28569,2856,3004
28570,2857,4124
28571,2857,1697
28572,2857,2631
28573,2857,5241
28574,2857,6302
28575,2857,6501
28576,2857,4326
28577,2857,6371
28578,2857,6569
28579,2857,8064
28580,2858,3845
28581,2858,6021
28582,2858,3455
28583,2858,9335
28584,2858,3811
28585,2858,5751
28586,2858,1612
28587,2858,4552
28588,2858,3357
28589,2858,1795
28590,2859,1267
28591,2859,7821
28592,2859,5349
28593,2859,4808
28594,2859,7513
28595,2859,7094
28596,2859,2279
28597,2859,6240
28598,2859,8339
28599,2859,7832
28600,2860,2622
28601,2860,564
28602,2860,992
28603,2860,9628
28604,2860,8056
28605,2860,4195
28606,2860,9375
28607,2860,1485
28608,2860,1047
28609,2860,948
28610,2861,3701
28611,2861,4462
28612,2861,4103
28613,2861,2564
28614,2861,7179
28615,2861,7549
28616,2861,8368
28617,2861,561
28618,2861,8259
28619,2861,5045
28620,2862,5116
28621,2862,2986
28622,2862,982
28623,2862,8915
28624,2862,6812
28625,2862,2394
28626,2862,5450
28627,2862,415
28628,2862,2009
28629,2862,8648
28630,2863,3554
28631,2863,4484
28632,2863,5078
28633,2863,2754
28634,2863,3337
28635,2863,7666
28636,2863,1777
28637,2863,6338
28638,2863,1758
28639,2863,7744
28640,2864,5077
28641,2864,3083
28642,2864,2407
28643,2864,9497
28644,2864,6791
28645,2864,535
28646,2864,996
28647,2864,323
28648,2864,7682
28649,2864,287
28650,2865,1027
28651,2865,8419
28652,2865,3328
28653,2865,2653
28654,2865,5722
28655,2865,8703
28656,2865,2703
28657,2865,8819
28658,2865,458
28659,2865,319
28660,2866,4601
28661,2866,9271
28662,2866,3305
28663,2866,3091
28664,2866,6318
28665,2866,8986
28666,2866,5083
28667,2866,1287
28668,2866,4163
28669,2866,7356
28670,2867,8131
28671,2867,8633
28672,2867,7984
28673,2867,1154
28674,2867,1911
28675,2867,4845
28676,2867,5000
28677,2867,2430
28678,2867,7624
28679,2867,3943
28680,2868,185
28681,2868,5781
28682,2868,7444
28683,2868,387
28684,2868,3212
28685,2868,2484
28686,2868,793
28687,2868,701
28688,2868,1682
28689,2868,9352
28690,2869,8256
28691,2869,8663
28692,2869,2958
28693,2869,2808
28694,2869,7412
28695,2869,4425
28696,2869,6786
28697,2869,5306
28698,2869,4657
28699,2869,5399
28700,2870,1634
28701,2870,5059
28702,2870,1391
28703,2870,7493
28704,2870,1484
28705,2870,4162
28706,2870,7889
28707,2870,566
28708,2870,9324
28709,2870,1472
28710,2871,1279
28711,2871,6143
28712,2871,178
28713,2871,2521
28714,2871,4179
28715,2871,6891
28716,2871,3173
28717,2871,2474
28718,2871,2396
28719,2871,5174
28720,2872,5563
28721,2872,6148
28722,2872,7227
28723,2872,6622
28724,2872,8973
28725,2872,2997
28726,2872,1670
28727,2872,2937
28728,2872,5669
28729,2872,5004
28730,2873,8377
28731,2873,7843
28732,2873,817
28733,2873,6501
28734,2873,3164
28735,2873,7172
28736,2873,6147
28737,2873,4320
28738,2873,3992
28739,2873,5403
28740,2874,7784
28741,2874,8648
28742,2874,4924
28743,2874,4528
28744,2874,5335
28745,2874,2790
28746,2874,666
28747,2874,8788
28748,2874,1104
28749,2874,207
28750,2875,6473
28751,2875,982
28752,2875,781
28753,2875,6920
28754,2875,6501
28755,2875,9086
28756,2875,5609
28757,2875,7358
28758,2875,2023
28759,2875,3159
28760,2876,6007
28761,2876,6593
28762,2876,2411
28763,2876,8657
28764,2876,3241
28765,2876,8549
28766,2876,7769
28767,2876,9395
28768,2876,6039
28769,2876,8140
28770,2877,178
28771,2877,5122
28772,2877,3181
28773,2877,1736
28774,2877,3354
28775,2877,3241
28776,2877,3887
28777,2877,8482
28778,2877,9432
28779,2877,6062
28780,2878,2864
28781,2878,7385
28782,2878,5166
28783,2878,9461
28784,2878,117
28785,2878,5077
28786,2878,7318
28787,2878,3055
28788,2878,4306
28789,2878,9003
28790,2879,4471
28791,2879,537
28792,2879,3398
28793,2879,4633
28794,2879,3587
28795,2879,8581
28796,2879,3645
28797,2879,2564
28798,2879,3459
28799,2879,7773
28800,2880,227
28801,2880,5541
28802,2880,5556
28803,2880,6378
28804,2880,307
28805,2880,5571
28806,2880,5234
28807,2880,5246
28808,2880,5275
28809,2880,8590
28810,2881,6150
28811,2881,3387
28812,2881,9245
28813,2881,6792
28814,2881,3897
28815,2881,8967
28816,2881,1750
28817,2881,8498
28818,2881,267
28819,2881,3096
28820,2882,6485
28821,2882,6121
28822,2882,418
28823,2882,7417
28824,2882,2441
28825,2882,5536
28826,2882,135
28827,2882,1335
28828,2882,1286
28829,2882,1298
28830,2883,9389
28831,2883,6367
28832,2883,2831
28833,2883,8175
28834,2883,8707
28835,2883,3350
28836,2883,516
28837,2883,9407
28838,2883,7122
28839,2883,6437
28840,2884,3508
28841,2884,1231
28842,2884,8211
28843,2884,5722
28844,2884,4499
28845,2884,5898
28846,2884,1859
28847,2884,9485
28848,2884,4594
28849,2884,4921
28850,2885,3065
28851,2885,8308
28852,2885,3387
28853,2885,7359
28854,2885,8686
28855,2885,999
28856,2885,8770
28857,2885,2324
28858,2885,3449
28859,2885,8498
28860,2886,1517
28861,2886,3398
28862,2886,4471
28863,2886,4083
28864,2886,497
28865,2886,9523
28866,2886,3365
28867,2886,7475
28868,2886,3645
28869,2886,9629
28870,2887,7754
28871,2887,3701
28872,2887,2657
28873,2887,3879
28874,2887,525
28875,2887,3249
28876,2887,2139
28877,2887,4905
28878,2887,8789
28879,2887,3713
28880,2888,4221
28881,2888,2346
28882,2888,2325
28883,2888,7814
28884,2888,3548
28885,2888,3080
28886,2888,5370
28887,2888,8704
28888,2888,8736
28889,2888,4756
28890,2889,8695
28891,2889,7169
28892,2889,1443
28893,2889,1030
28894,2889,1126
28895,2889,551
28896,2889,4998
28897,2889,2582
28898,2889,3361
28899,2889,7226
28900,2890,3589
28901,2890,1249
28902,2890,3116
28903,2890,4774
28904,2890,4636
28905,2890,7704
28906,2890,3057
28907,2890,7289
28908,2890,4747
28909,2890,5486
28910,2891,4390
28911,2891,3959
28912,2891,403
28913,2891,7795
28914,2891,2542
28915,2891,6070
28916,2891,5819
28917,2891,4811
28918,2891,3711
28919,2891,1666
28920,2892,4005
28921,2892,6111
28922,2892,424
28923,2892,9165
28924,2892,214
28925,2892,140
28926,2892,3021
28927,2892,8891
28928,2892,9246
28929,2892,5760
28930,2893,2663
28931,2893,2877
28932,2893,8638
28933,2893,3181
28934,2893,4546
28935,2893,1186
28936,2893,2055
28937,2893,6175
28938,2893,1149
28939,2893,7698
28940,2894,4796
28941,2894,7288
28942,2894,3455
28943,2894,3599
28944,2894,4287
28945,2894,5713
28946,2894,5624
28947,2894,6138
28948,2894,3845
28949,2894,9406
28950,2895,2925
28951,2895,3703
28952,2895,1917
28953,2895,3897
28954,2895,2127
28955,2895,511
28956,2895,6354
28957,2895,8498
28958,2895,550
28959,2895,5028
28960,2896,773
28961,2896,8776
28962,2896,4105
28963,2896,3550
28964,2896,9336
28965,2896,6607
28966,2896,7059
28967,2896,88
28968,2896,3356
28969,2896,523
28970,2897,83
28971,2897,1444
28972,2897,1085
28973,2897,8854
28974,2897,9457
28975,2897,1389
28976,2897,245
28977,2897,557
28978,2897,7554
28979,2897,8965
28980,2898,6798
28981,2898,1537
28982,2898,8671
28983,2898,1186
28984,2898,923
28985,2898,6460
28986,2898,2355
28987,2898,1451
28988,2898,6515
28989,2898,8268
28990,2899,2274
28991,2899,6071
28992,2899,8406
28993,2899,1123
28994,2899,8882
28995,2899,1422
28996,2899,4006
28997,2899,557
28998,2899,3545
28999,2899,8607
29000,2900,2553
29001,2900,1051
29002,2900,8271
29003,2900,5578
29004,2900,4492
29005,2900,3967
29006,2900,2626
29007,2900,1707
29008,2900,2080
29009,2900,5148
29010,2901,3319
29011,2901,6445
29012,2901,6384
29013,2901,4478
29014,2901,7095
29015,2901,3490
29016,2901,804
29017,2901,8480
29018,2901,9482
29019,2901,3599
29020,2902,8053
29021,2902,8283
29022,2902,5351
29023,2902,468
29024,2902,4998
29025,2902,1225
29026,2902,648
29027,2902,5600
29028,2902,8558
29029,2902,1466
29030,2903,5494
29031,2903,7792
29032,2903,9086
29033,2903,6453
29034,2903,2192
29035,2903,4152
29036,2903,6878
29037,2903,8987
29038,2903,8447
29039,2903,8248
29040,2904,6232
29041,2904,6876
29042,2904,1350
29043,2904,1716
29044,2904,4536
29045,2904,1143
29046,2904,7673
29047,2904,9443
29048,2904,1048
29049,2904,7768
29050,2905,9370
29051,2905,1465
29052,2905,7880
29053,2905,515
29054,2905,1613
29055,2905,6135
29056,2905,7627
29057,2905,4103
29058,2905,6777
29059,2905,7754
29060,2906,2643
29061,2906,7045
29062,2906,7253
29063,2906,2111
29064,2906,7934
29065,2906,8326
29066,2906,2934
29067,2906,5725
29068,2906,4298
29069,2906,9111
29070,2907,653
29071,2907,3247
29072,2907,9540
29073,2907,6103
29074,2907,4502
29075,2907,1812
29076,2907,4567
29077,2907,9544
29078,2907,8236
29079,2907,5528
29080,2908,9518
29081,2908,1658
29082,2908,1650
29083,2908,8976
29084,2908,291
29085,2908,8840
29086,2908,3312
29087,2908,3274
29088,2908,3153
29089,2908,3193
29090,2909,1507
29091,2909,5390
29092,2909,4497
29093,2909,5600
29094,2909,3232
29095,2909,4438
29096,2909,933
29097,2909,3075
29098,2909,5397
29099,2909,9358
29100,2910,4528
29101,2910,5450
29102,2910,266
29103,2910,2714
29104,2910,1597
29105,2910,1677
29106,2910,5335
29107,2910,8265
29108,2910,7779
29109,2910,8603
29110,2911,9395
29111,2911,3405
29112,2911,4508
29113,2911,5451
29114,2911,7063
29115,2911,4714
29116,2911,4520
29117,2911,8743
29118,2911,7669
29119,2911,3111
29120,2912,378
29121,2912,6383
29122,2912,4608
29123,2912,7266
29124,2912,154
29125,2912,2251
29126,2912,6680
29127,2912,3385
29128,2912,8012
29129,2912,273
29130,2913,3348
29131,2913,2653
29132,2913,48
29133,2913,4762
29134,2913,1812
29135,2913,7819
29136,2913,7569
29137,2913,6183
29138,2913,1231
29139,2913,2773
29140,2914,4417
29141,2914,5194
29142,2914,9250
29143,2914,2404
29144,2914,8506
29145,2914,1439
29146,2914,4508
29147,2914,8529
29148,2914,5777
29149,2914,4926
29150,2915,4488
29151,2915,8322
29152,2915,3989
29153,2915,5667
29154,2915,7922
29155,2915,1918
29156,2915,652
29157,2915,7759
29158,2915,9443
29159,2915,1653
29160,2916,3165
29161,2916,3004
29162,2916,3019
29163,2916,1664
29164,2916,7340
29165,2916,901
29166,2916,4411
29167,2916,6372
29168,2916,8019
29169,2916,6377
29170,2917,3921
29171,2917,6768
29172,2917,7644
29173,2917,9089
29174,2917,3538
29175,2917,5814
29176,2917,7339
29177,2917,2463
29178,2917,3205
29179,2917,8651
29180,2918,3374
29181,2918,8419
29182,2918,2442
29183,2918,3606
29184,2918,6005
29185,2918,7427
29186,2918,1475
29187,2918,1758
29188,2918,3196
29189,2918,4386
29190,2919,4642
29191,2919,2379
29192,2919,6302
29193,2919,7848
29194,2919,2631
29195,2919,7264
29196,2919,188
29197,2919,6953
29198,2919,6641
29199,2919,7220
29200,2920,2825
29201,2920,8618
29202,2920,3413
29203,2920,5516
29204,2920,6422
29205,2920,8017
29206,2920,7529
29207,2920,8297
29208,2920,1916
29209,2920,5357
29210,2921,6677
29211,2921,4666
29212,2921,488
29213,2921,2282
29214,2921,7511
29215,2921,6218
29216,2921,7327
29217,2921,5828
29218,2921,5725
29219,2921,244
29220,2922,1202
29221,2922,7589
29222,2922,2190
29223,2922,6947
29224,2922,7086
29225,2922,1183
29226,2922,390
29227,2922,5239
29228,2922,704
29229,2922,7786
29230,2923,1885
29231,2923,6768
29232,2923,8520
29233,2923,2463
29234,2923,3
29235,2923,5097
29236,2923,33
29237,2923,1333
29238,2923,1800
29239,2923,6432
29240,2924,3171
29241,2924,3645
29242,2924,4633
29243,2924,4471
29244,2924,7102
29245,2924,450
29246,2924,3879
29247,2924,1517
29248,2924,2300
29249,2924,7920
29250,2925,5659
29251,2925,2895
29252,2925,6957
29253,2925,9127
29254,2925,4361
29255,2925,5278
29256,2925,3703
29257,2925,1593
29258,2925,4806
29259,2925,50
29260,2926,6153
29261,2926,3181
29262,2926,9080
29263,2926,2618
29264,2926,4920
29265,2926,5863
29266,2926,2663
29267,2926,9624
29268,2926,2375
29269,2926,3173
29270,2927,7688
29271,2927,4044
29272,2927,65
29273,2927,8444
29274,2927,9111
29275,2927,6931
29276,2927,8790
29277,2927,6488
29278,2927,8920
29279,2927,5655
29280,2928,5828
29281,2928,3167
29282,2928,1413
29283,2928,7237
29284,2928,4731
29285,2928,9501
29286,2928,2637
29287,2928,7934
29288,2928,8241
29289,2928,5876
29290,2929,2365
29291,2929,2403
29292,2929,8279
29293,2929,9219
29294,2929,8474
29295,2929,4823
29296,2929,94
29297,2929,4110
29298,2929,4653
29299,2929,7902
29300,2930,789
29301,2930,4486
29302,2930,3953
29303,2930,3120
29304,2930,6713
29305,2930,5986
29306,2930,4878
29307,2930,9119
29308,2930,6312
29309,2930,6337
29310,2931,4390
29311,2931,5706
29312,2931,3729
29313,2931,7988
29314,2931,6070
29315,2931,4174
29316,2931,7338
29317,2931,9212
29318,2931,6075
29319,2931,4763
29320,2932,7074
29321,2932,312
29322,2932,9044
29323,2932,7512
29324,2932,9
29325,2932,5540
29326,2932,5576
29327,2932,1062
29328,2932,8975
29329,2932,5562
29330,2933,8002
29331,2933,2718
29332,2933,1251
29333,2933,8038
29334,2933,6451
29335,2933,4648
29336,2933,5518
29337,2933,4131
29338,2933,391
29339,2933,6161
29340,2934,7422
29341,2934,272
29342,2934,6486
29343,2934,2492
29344,2934,3130
29345,2934,3259
29346,2934,1763
29347,2934,7056
29348,2934,4701
29349,2934,6850
29350,2935,7177
29351,2935,7167
29352,2935,4833
29353,2935,7170
29354,2935,7178
29355,2935,5921
29356,2935,1306
29357,2935,8812
29358,2935,7225
29359,2935,7221
29360,2936,7658
29361,2936,1305
29362,2936,2939
29363,2936,7670
29364,2936,2299
29365,2936,2296
29366,2936,7231
29367,2936,4206
29368,2936,1313
29369,2936,2994
29370,2937,5004
29371,2937,2992
29372,2937,2995
29373,2937,4814
29374,2937,2997
29375,2937,1625
29376,2937,8973
29377,2937,6476
29378,2937,7853
29379,2937,1502
29380,2938,7299
29381,2938,5792
29382,2938,8492
29383,2938,8613
29384,2938,5261
29385,2938,5846
29386,2938,5922
29387,2938,8371
29388,2938,5245
29389,2938,3522
29390,2939,2299
29391,2939,7658
29392,2939,2081
29393,2939,2360
29394,2939,2936
29395,2939,7198
29396,2939,1313
29397,2939,2296
29398,2939,7894
29399,2939,4206
29400,2940,635
29401,2940,7221
29402,2940,5512
29403,2940,7213
29404,2940,7158
29405,2940,7225
29406,2940,7217
29407,2940,3502
29408,2940,1306
29409,2940,7244
29410,2941,3079
29411,2941,7273
29412,2941,5631
29413,2941,6744
29414,2941,9112
29415,2941,1358
29416,2941,5526
29417,2941,9155
29418,2941,8632
29419,2941,8185
29420,2942,3897
29421,2942,8655
29422,2942,8772
29423,2942,3618
29424,2942,5028
29425,2942,8498
29426,2942,267
29427,2942,8250
29428,2942,700
29429,2942,5009
29430,2943,7309
29431,2943,4254
29432,2943,6777
29433,2943,8933
29434,2943,603
29435,2943,7102
29436,2943,3837
29437,2943,2300
29438,2943,7530
29439,2943,3081
