,label
2998,3
2999,2
3000,2
3001,0
3002,2
3003,0
3004,1
3005,2
3006,3
3007,2
3008,1
3009,2
3010,2
3011,3
3012,2
3013,2
3014,2
3015,2
3016,1
3017,2
3018,2
3019,2
3020,0
3021,0
3022,0
3023,2
3024,2
3025,0
3026,0
3027,1
3028,3
3029,3
3030,2
3031,1
3032,1
3033,3
3034,3
3035,2
3036,1
3037,0
3038,3
3039,2
3040,1
3041,0
3042,0
3043,1
3044,0
3045,0
3046,2
3047,3
3048,1
3049,2
3050,0
3051,3
3052,0
3053,2
3054,1
3055,3
3056,0
3057,1
3058,3
3059,0
3060,2
3061,3
3062,1
3063,1
3064,0
3065,3
3066,3
3067,3
3068,2
3069,0
3070,0
3071,1
3072,2
3073,2
3074,0
3075,2
3076,3
3077,0
3078,2
3079,0
3080,0
3081,0
3082,3
3083,3
3084,2
3085,2
3086,2
3087,2
3088,0
3089,1
3090,3
3091,3
3092,1
3093,0
3094,3
3095,0
3096,1
3097,2
3098,1
3099,3
3100,0
3101,0
3102,3
3103,1
3104,1
3105,0
3106,0
3107,0
3108,0
3109,2
3110,1
3111,0
3112,3
3113,1
3114,2
3115,1
3116,0
3117,2
3118,0
3119,0
3120,2
3121,1
3122,3
3123,1
3124,2
3125,1
3126,0
3127,0
3128,2
3129,0
3130,3
3131,2
3132,1
3133,2
3134,2
3135,1
3136,1
3137,1
3138,2
3139,3
3140,0
3141,2
3142,1
3143,1
3144,2
3145,3
3146,3
3147,2
3148,1
3149,3
3150,3
3151,3
3152,1
3153,0
3154,3
3155,1
3156,1
3157,2
3158,3
3159,2
3160,2
3161,2
3162,1
3163,2
3164,0
3165,2
3166,3
3167,3
3168,3
3169,3
3170,1
3171,3
3172,1
3173,1
3174,2
3175,1
3176,3
3177,1
3178,3
3179,1
3180,1
3181,1
3182,0
3183,1
3184,0
3185,0
3186,3
3187,3
3188,3
3189,0
3190,0
3191,1
3192,3
3193,0
3194,2
3195,3
3196,1
3197,0
3198,3
3199,1
3200,1
3201,3
3202,3
3203,3
3204,3
3205,1
3206,0
3207,2
3208,0
3209,0
3210,1
3211,3
3212,1
3213,1
3214,3
3215,3
3216,3
3217,0
3218,2
3219,1
3220,0
3221,2
3222,1
3223,1
3224,0
3225,1
3226,0
3227,3
3228,3
3229,3
3230,1
3231,3
3232,3
3233,3
3234,2
3235,2
3236,2
3237,2
3238,3
3239,3
3240,0
3241,1
3242,3
3243,0
3244,2
3245,0
3246,1
3247,0
3248,2
3249,0
3250,1
3251,2
3252,0
3253,3
3254,3
3255,3
3256,0
3257,1
3258,3
3259,3
3260,0
3261,2
3262,3
3263,1
3264,3
3265,0
3266,3
3267,3
3268,2
3269,2
3270,3
3271,3
3272,1
3273,3
3274,1
3275,3
3276,3
3277,2
3278,3
3279,2
3280,3
3281,3
3282,1
3283,1
3284,0
3285,3
3286,1
3287,3
3288,1
3289,1
3290,0
3291,1
3292,1
3293,0
3294,3
3295,3
3296,3
3297,3
3298,2
3299,1
3300,3
3301,0
3302,3
3303,2
3304,1
3305,3
3306,0
3307,1
3308,3
3309,1
3310,3
3311,2
3312,0
3313,1
3314,1
3315,3
3316,1
3317,2
3318,2
3319,1
3320,1
3321,3
3322,0
3323,3
3324,1
3325,0
3326,3
3327,3
3328,0
3329,3
3330,3
3331,0
3332,2
3333,3
3334,2
3335,1
3336,1
3337,1
3338,0
3339,0
3340,3
3341,3
3342,1
3343,1
3344,0
3345,3
3346,3
3347,1
3348,0
3349,3
3350,0
3351,0
3352,1
3353,0
3354,1
3355,0
3356,3
3357,1
3358,1
3359,1
3360,1
3361,3
3362,0
3363,3
3364,3
3365,0
3366,0
3367,3
3368,3
3369,3
3370,3
3371,1
3372,3
3373,3
3374,3
3375,0
3376,1
3377,0
3378,0
3379,0
3380,0
3381,2
3382,0
3383,1
3384,3
3385,0
3386,0
3387,0
3388,0
3389,2
3390,1
3391,3
3392,1
3393,3
3394,2
3395,1
3396,0
3397,3
3398,0
3399,0
3400,0
3401,0
3402,3
3403,2
3404,2
3405,0
3406,0
3407,2
3408,3
3409,0
3410,3
3411,0
3412,1
3413,0
3414,3
3415,3
3416,3
3417,1
3418,0
3419,1
3420,3
3421,0
3422,0
3423,2
3424,1
3425,3
3426,0
3427,3
3428,2
3429,0
3430,3
3431,1
3432,2
3433,3
3434,1
3435,1
3436,1
3437,2
3438,2
3439,2
3440,1
3441,2
3442,3
3443,3
3444,0
3445,3
3446,0
3447,0
3448,1
3449,2
3450,0
3451,0
3452,1
3453,0
3454,3
3455,1
3456,1
3457,0
3458,1
3459,1
3460,3
3461,3
3462,0
3463,0
3464,3
3465,0
3466,3
3467,0
3468,0
3469,1
3470,0
3471,1
3472,0
3473,1
3474,3
3475,0
3476,2
3477,1
3478,0
3479,1
3480,1
3481,0
3482,2
3483,2
3484,1
3485,0
3486,1
3487,0
3488,1
3489,2
3490,1
3491,1
3492,1
3493,2
3494,1
3495,3
3496,3
3497,1
3498,1
3499,3
3500,3
3501,2
3502,2
3503,1
3504,2
3505,2
3506,2
3507,0
3508,0
3509,2
3510,3
3511,0
3512,3
3513,1
3514,2
3515,0
3516,3
3517,1
3518,0
3519,0
3520,3
3521,1
3522,2
3523,0
3524,2
3525,2
3526,2
3527,2
3528,3
3529,0
3530,3
3531,3
3532,0
3533,2
3534,2
3535,2
3536,2
3537,1
3538,0
3539,0
3540,3
3541,1
3542,2
3543,2
3544,1
3545,2
3546,2
3547,0
3548,0
3549,1
3550,0
3551,2
3552,2
3553,1
3554,3
3555,0
3556,3
3557,1
3558,3
3559,3
3560,1
3561,1
3562,1
3563,3
3564,1
3565,3
3566,3
3567,3
3568,2
3569,1
3570,3
3571,3
3572,2
3573,2
3574,2
3575,0
3576,2
3577,2
3578,3
3579,3
3580,1
3581,2
3582,0
3583,0
3584,3
3585,2
3586,3
3587,1
3588,3
3589,1
3590,0
3591,3
3592,2
3593,2
3594,2
3595,3
3596,0
3597,1
3598,3
3599,1
3600,0
3601,1
3602,3
3603,0
3604,0
3605,0
3606,3
3607,1
3608,0
3609,1
3610,3
3611,1
3612,0
3613,1
3614,3
3615,1
3616,2
3617,3
3618,2
3619,3
3620,0
3621,2
3622,1
3623,3
3624,2
3625,1
3626,1
3627,3
3628,1
3629,3
3630,3
3631,0
3632,1
3633,3
3634,0
3635,1
3636,2
3637,3
3638,3
3639,0
3640,1
3641,1
3642,1
3643,2
3644,3
3645,2
3646,1
3647,1
3648,0
3649,1
3650,1
3651,0
3652,1
3653,2
3654,1
3655,0
3656,3
3657,3
3658,0
3659,0
3660,1
3661,3
3662,1
3663,2
3664,1
3665,2
3666,3
3667,2
3668,3
3669,2
3670,3
3671,2
3672,2
3673,0
3674,3
3675,1
3676,2
3677,1
3678,1
3679,2
3680,0
3681,1
3682,1
3683,2
3684,0
3685,3
3686,1
3687,3
3688,2
3689,2
3690,3
3691,2
3692,1
3693,1
3694,0
3695,2
3696,1
3697,0
3698,0
3699,1
3700,3
3701,1
3702,2
3703,2
3704,0
3705,1
3706,3
3707,3
3708,1
3709,0
3710,3
3711,1
3712,1
3713,1
3714,2
3715,1
3716,3
3717,3
3718,1
3719,3
3720,1
3721,3
3722,1
3723,2
3724,3
3725,0
3726,1
3727,3
3728,1
3729,3
3730,0
3731,0
3732,0
3733,1
3734,1
3735,3
3736,1
3737,1
3738,0
3739,2
3740,3
3741,2
3742,2
3743,1
3744,1
3745,1
3746,2
3747,2
3748,1
3749,0
3750,2
3751,1
3752,1
3753,2
3754,3
3755,3
3756,3
3757,2
3758,3
3759,1
3760,1
3761,2
3762,2
3763,2
3764,0
3765,2
3766,1
3767,1
3768,1
3769,1
3770,3
3771,2
3772,1
3773,0
3774,2
3775,3
3776,0
3777,0
3778,2
3779,2
3780,1
3781,1
3782,3
3783,2
3784,3
3785,0
3786,1
3787,2
3788,3
3789,1
3790,1
3791,0
3792,1
3793,1
3794,3
3795,1
3796,0
3797,3
3798,1
3799,1
3800,1
3801,1
3802,3
3803,0
3804,3
3805,1
3806,2
3807,0
3808,3
3809,3
3810,0
3811,3
3812,1
3813,1
3814,0
3815,1
3816,0
3817,1
3818,0
3819,2
3820,3
3821,1
3822,1
3823,1
3824,0
3825,1
3826,1
3827,3
3828,3
3829,0
3830,1
3831,0
3832,0
3833,2
3834,3
3835,2
3836,3
3837,0
3838,2
3839,0
3840,2
3841,1
3842,0
3843,3
3844,0
3845,1
3846,0
3847,3
3848,0
3849,2
3850,0
3851,1
3852,3
3853,2
3854,2
3855,0
3856,2
3857,1
3858,2
3859,3
3860,2
3861,1
3862,0
3863,0
3864,3
3865,3
3866,3
3867,1
3868,1
3869,1
3870,2
3871,3
3872,0
3873,1
3874,1
3875,3
3876,2
3877,3
3878,1
3879,3
3880,2
3881,3
3882,1
3883,1
3884,1
3885,3
3886,0
3887,1
3888,2
3889,1
3890,3
3891,1
3892,2
3893,2
3894,2
3895,1
3896,0
3897,1
3898,2
3899,3
3900,0
3901,3
3902,1
3903,3
3904,0
3905,3
3906,3
3907,2
3908,1
3909,3
3910,1
3911,3
3912,1
3913,3
3914,1
3915,2
3916,3
3917,1
3918,0
3919,1
3920,2
3921,3
3922,3
3923,2
3924,1
3925,0
3926,2
3927,3
3928,3
3929,1
3930,2
3931,1
3932,1
3933,3
3934,1
3935,2
3936,2
3937,3
3938,3
3939,2
3940,2
3941,2
3942,1
3943,1
3944,1
3945,2
3946,2
3947,0
3948,2
3949,2
3950,2
3951,2
3952,2
3953,0
3954,1
3955,0
3956,0
3957,1
3958,3
3959,0
3960,1
3961,1
3962,3
3963,1
3964,1
3965,3
3966,0
3967,2
3968,3
3969,2
3970,1
3971,0
3972,0
3973,2
3974,1
3975,3
3976,0
3977,3
3978,3
3979,2
3980,0
3981,1
3982,0
3983,2
3984,2
3985,1
3986,2
3987,0
3988,1
3989,3
3990,2
3991,3
3992,2
3993,3
3994,3
3995,1
3996,0
3997,1
3998,0
3999,0
4000,3
4001,0
4002,3
4003,0
4004,2
4005,3
4006,3
4007,0
4008,0
4009,0
4010,1
4011,3
4012,0
4013,0
4014,3
4015,3
4016,0
4017,3
4018,1
4019,2
4020,2
4021,3
4022,3
4023,3
4024,2
4025,2
4026,2
4027,0
4028,1
4029,1
4030,3
4031,0
4032,0
4033,1
4034,3
4035,3
4036,0
4037,2
4038,3
4039,1
4040,2
4041,0
4042,0
4043,3
4044,2
4045,1
4046,1
4047,0
4048,3
4049,3
4050,3
4051,2
4052,1
4053,2
4054,3
4055,0
4056,3
4057,0
4058,0
4059,2
4060,1
4061,0
4062,3
4063,2
4064,2
4065,2
4066,2
4067,0
4068,3
4069,0
4070,0
4071,1
4072,1
4073,3
4074,1
4075,1
4076,1
4077,0
4078,0
4079,2
4080,1
4081,1
4082,0
4083,3
4084,3
4085,1
4086,3
4087,0
4088,0
4089,3
4090,3
4091,0
4092,0
4093,0
4094,3
4095,3
4096,2
4097,2
4098,0
4099,1
4100,3
4101,1
4102,0
4103,0
4104,1
4105,3
4106,3
4107,3
4108,2
4109,2
4110,1
4111,3
4112,1
4113,1
4114,3
4115,3
4116,2
4117,3
4118,0
4119,1
4120,3
4121,1
4122,2
4123,2
4124,2
4125,0
4126,2
4127,3
4128,1
4129,2
4130,2
4131,3
4132,2
4133,0
4134,1
4135,3
4136,2
4137,3
4138,0
4139,3
4140,1
4141,2
4142,2
4143,2
4144,2
4145,2
4146,0
4147,0
4148,2
4149,2
4150,2
4151,1
4152,3
4153,2
4154,2
4155,1
4156,0
4157,1
4158,1
4159,1
4160,2
4161,3
4162,3
4163,0
4164,3
4165,3
4166,0
4167,2
4168,3
4169,2
4170,2
4171,0
4172,1
4173,1
4174,1
4175,3
4176,0
4177,3
4178,2
4179,3
4180,3
4181,2
4182,1
4183,3
4184,3
4185,0
4186,3
4187,0
4188,0
4189,3
4190,0
4191,1
4192,0
4193,1
4194,3
4195,3
4196,2
4197,2
4198,2
4199,0
4200,2
4201,3
4202,0
4203,2
4204,1
4205,2
4206,2
4207,0
4208,1
4209,1
4210,1
4211,2
4212,2
4213,2
4214,2
4215,1
4216,1
4217,0
4218,3
4219,2
4220,2
4221,0
4222,3
4223,0
4224,0
4225,2
4226,0
4227,2
4228,2
4229,1
4230,1
4231,1
4232,1
4233,3
4234,0
4235,2
4236,0
4237,0
4238,0
4239,1
4240,3
4241,1
4242,2
4243,1
4244,2
4245,0
4246,1
4247,2
4248,3
4249,3
4250,3
4251,3
4252,1
4253,3
4254,3
4255,3
4256,3
4257,3
4258,0
4259,3
4260,3
4261,0
4262,0
4263,2
4264,0
4265,3
4266,2
4267,2
4268,2
4269,2
4270,1
4271,2
4272,3
4273,2
4274,0
4275,0
4276,3
4277,1
4278,3
4279,1
4280,1
4281,0
4282,2
4283,3
4284,0
4285,2
4286,0
4287,1
4288,3
4289,1
4290,3
4291,2
4292,1
4293,0
4294,0
4295,3
4296,3
4297,3
4298,0
4299,0
4300,1
4301,2
4302,0
4303,3
4304,0
4305,1
4306,3
4307,0
4308,1
4309,3
4310,0
4311,0
4312,1
4313,1
4314,1
4315,1
4316,0
4317,3
4318,2
4319,1
4320,1
4321,0
4322,3
4323,0
4324,2
4325,2
4326,3
4327,1
4328,0
4329,1
4330,3
4331,2
4332,0
4333,1
4334,1
4335,0
4336,1
4337,0
4338,3
4339,2
4340,2
4341,1
4342,1
4343,3
4344,3
4345,3
4346,2
4347,0
4348,0
4349,3
4350,1
4351,3
4352,0
4353,1
4354,1
4355,0
4356,0
4357,0
4358,1
4359,0
4360,0
4361,0
4362,1
4363,0
4364,1
4365,2
4366,1
4367,1
4368,1
4369,2
4370,0
4371,2
4372,2
4373,3
4374,0
4375,3
4376,0
4377,3
4378,3
4379,1
4380,3
4381,2
4382,2
4383,0
4384,0
4385,0
4386,1
4387,3
4388,0
4389,3
4390,0
4391,3
4392,2
4393,1
4394,2
4395,0
4396,1
4397,0
4398,1
4399,0
4400,0
4401,3
4402,1
4403,2
4404,3
4405,2
4406,2
4407,1
4408,2
4409,1
4410,2
4411,2
4412,1
4413,2
4414,2
4415,1
4416,0
4417,3
4418,3
4419,3
4420,0
4421,0
4422,2
4423,3
4424,3
4425,3
4426,0
4427,0
4428,3
4429,3
4430,0
4431,2
4432,2
4433,1
4434,1
4435,3
4436,2
4437,3
4438,0
4439,1
4440,0
4441,1
4442,0
4443,1
4444,1
4445,0
4446,3
4447,3
4448,3
4449,2
4450,0
4451,1
4452,1
4453,0
4454,3
4455,0
4456,3
4457,0
4458,0
4459,0
4460,0
4461,0
4462,3
4463,0
4464,2
4465,1
4466,2
4467,3
4468,2
4469,0
4470,0
4471,3
4472,1
4473,0
4474,1
4475,1
4476,3
4477,0
4478,1
4479,0
4480,0
4481,1
4482,3
4483,0
4484,3
4485,2
4486,0
4487,3
4488,3
4489,1
4490,0
4491,3
4492,2
4493,0
4494,3
4495,3
4496,1
4497,3
4498,0
4499,0
4500,3
4501,0
4502,0
4503,0
4504,3
4505,3
4506,3
4507,1
4508,1
4509,0
4510,0
4511,2
4512,1
4513,3
4514,2
4515,3
4516,0
4517,1
4518,0
4519,3
4520,1
4521,0
4522,2
4523,3
4524,2
4525,1
4526,1
4527,3
4528,2
4529,0
4530,2
4531,1
4532,2
4533,1
4534,2
4535,3
4536,3
4537,3
4538,1
4539,0
4540,0
4541,1
4542,3
4543,3
4544,1
4545,1
4546,3
4547,2
4548,0
4549,3
4550,1
4551,2
4552,3
4553,3
4554,1
4555,2
4556,0
4557,1
4558,0
4559,1
4560,0
4561,3
4562,1
4563,2
4564,0
4565,3
4566,0
4567,3
4568,3
4569,1
4570,1
4571,1
4572,1
4573,1
4574,0
4575,3
4576,0
4577,0
4578,2
4579,3
4580,0
4581,3
4582,1
4583,0
4584,0
4585,3
4586,3
4587,3
4588,0
4589,1
4590,1
4591,1
4592,0
4593,3
4594,3
4595,3
4596,0
4597,3
4598,3
4599,1
4600,3
4601,3
4602,3
4603,0
4604,3
4605,1
4606,2
4607,0
4608,0
4609,1
4610,1
4611,2
4612,1
4613,1
4614,1
4615,0
4616,0
4617,0
4618,3
4619,2
4620,0
4621,1
4622,2
4623,2
4624,3
4625,2
4626,1
4627,0
4628,0
4629,1
4630,2
4631,1
4632,2
4633,3
4634,1
4635,3
4636,0
4637,2
4638,1
4639,0
4640,3
4641,1
4642,2
4643,1
4644,1
4645,2
4646,2
4647,0
4648,0
4649,1
4650,2
4651,0
4652,2
4653,0
4654,0
4655,1
4656,0
4657,3
4658,0
4659,0
4660,3
4661,0
4662,0
4663,2
4664,0
4665,1
4666,0
4667,2
4668,0
4669,1
4670,2
4671,3
4672,1
4673,2
4674,3
4675,3
4676,0
4677,2
4678,0
4679,1
4680,0
4681,0
4682,1
4683,1
4684,0
4685,2
4686,1
4687,2
4688,2
4689,3
4690,3
4691,0
4692,3
4693,0
4694,2
4695,2
4696,2
4697,0
4698,2
4699,1
4700,3
4701,3
4702,2
4703,2
4704,0
4705,1
4706,0
4707,1
4708,1
4709,1
4710,3
4711,2
4712,1
4713,1
4714,1
4715,1
4716,3
4717,1
4718,0
4719,3
4720,3
4721,3
4722,0
4723,1
4724,2
4725,2
4726,2
4727,1
4728,3
4729,3
4730,0
4731,3
4732,2
4733,2
4734,0
4735,2
4736,2
4737,0
4738,0
4739,3
4740,3
4741,0
4742,3
4743,2
4744,2
4745,3
4746,1
4747,1
4748,1
4749,3
4750,1
4751,3
4752,0
4753,1
4754,1
4755,1
4756,1
4757,1
4758,1
4759,1
4760,3
4761,0
4762,1
4763,3
4764,1
4765,1
4766,0
4767,3
4768,1
4769,0
4770,1
4771,2
4772,2
4773,0
4774,0
4775,0
4776,0
4777,1
4778,1
4779,3
4780,3
4781,1
4782,3
4783,3
4784,3
4785,3
4786,1
4787,3
4788,3
4789,1
4790,1
4791,1
4792,0
4793,2
4794,3
4795,0
4796,0
4797,0
4798,1
4799,3
4800,1
4801,1
4802,1
4803,3
4804,1
4805,0
4806,1
4807,1
4808,3
4809,2
4810,3
4811,3
4812,2
4813,1
4814,2
4815,3
4816,1
4817,0
4818,2
4819,0
4820,1
4821,0
4822,1
4823,3
4824,1
4825,0
4826,2
4827,2
4828,2
4829,1
4830,3
4831,3
4832,0
4833,2
4834,3
4835,3
4836,2
4837,2
4838,0
4839,2
4840,0
4841,2
4842,2
4843,1
4844,3
4845,1
4846,0
4847,1
4848,1
4849,2
4850,2
4851,3
4852,1
4853,3
4854,2
4855,0
4856,0
4857,2
4858,0
4859,1
4860,2
4861,2
4862,1
4863,0
4864,2
4865,3
4866,3
4867,0
4868,3
4869,1
4870,3
4871,3
4872,0
4873,0
4874,1
4875,2
4876,3
4877,0
4878,0
4879,0
4880,2
4881,3
4882,0
4883,1
4884,3
4885,3
4886,1
4887,0
4888,3
4889,3
4890,2
4891,3
4892,0
4893,3
4894,0
4895,3
4896,0
4897,2
4898,0
4899,2
4900,0
4901,0
4902,2
4903,3
4904,0
4905,0
4906,2
4907,2
4908,3
4909,2
4910,3
4911,1
4912,1
4913,2
4914,0
4915,0
4916,0
4917,3
4918,1
4919,1
4920,3
4921,3
4922,0
4923,0
4924,0
4925,3
4926,0
4927,0
4928,3
4929,1
4930,1
4931,2
4932,0
4933,3
4934,1
4935,2
4936,0
4937,0
4938,2
4939,3
4940,3
4941,1
4942,2
4943,1
4944,1
4945,1
4946,3
4947,1
4948,3
4949,0
4950,1
4951,1
4952,0
4953,2
4954,2
4955,0
4956,2
4957,0
4958,1
4959,0
4960,3
4961,0
4962,2
4963,2
4964,0
4965,1
4966,1
4967,3
4968,3
4969,1
4970,1
4971,1
4972,0
4973,3
4974,3
4975,1
4976,3
4977,3
4978,0
4979,1
4980,3
4981,1
4982,3
4983,1
4984,0
4985,0
4986,2
4987,2
4988,2
4989,2
4990,2
4991,2
4992,2
4993,0
4994,3
4995,0
4996,2
4997,3
4998,1
4999,1
5000,3
5001,1
5002,1
5003,2
5004,0
5005,0
5006,0
5007,0
5008,3
5009,2
5010,2
5011,0
5012,2
5013,1
5014,2
5015,2
5016,2
5017,3
5018,0
5019,1
5020,2
5021,0
5022,1
5023,0
5024,0
5025,1
5026,1
5027,1
5028,1
5029,2
5030,1
5031,0
5032,2
5033,3
5034,2
5035,0
5036,1
5037,3
5038,1
5039,3
5040,1
5041,3
5042,3
5043,1
5044,1
5045,0
5046,0
5047,3
5048,3
5049,2
5050,0
5051,1
5052,0
5053,1
5054,2
5055,3
5056,3
5057,2
5058,3
5059,0
5060,3
5061,3
5062,3
5063,0
5064,3
5065,0
5066,0
5067,1
5068,2
5069,1
5070,0
5071,2
5072,0
5073,3
5074,0
5075,2
5076,3
5077,3
5078,1
5079,3
5080,3
5081,0
5082,2
5083,3
5084,2
5085,1
5086,1
5087,0
5088,1
5089,0
5090,1
5091,1
5092,1
5093,3
5094,1
5095,1
5096,3
5097,2
5098,3
5099,1
5100,3
5101,3
5102,3
5103,3
5104,1
5105,3
5106,0
5107,3
5108,2
5109,1
5110,3
5111,3
5112,3
5113,0
5114,2
5115,0
5116,2
5117,1
5118,1
5119,0
5120,1
5121,0
5122,3
5123,2
5124,3
5125,3
5126,0
5127,3
5128,3
5129,2
5130,0
5131,3
5132,3
5133,1
5134,3
5135,2
5136,3
5137,0
5138,3
5139,0
5140,1
5141,2
5142,1
5143,3
5144,3
5145,3
5146,0
5147,2
5148,2
5149,2
5150,1
5151,0
5152,2
5153,0
5154,2
5155,3
5156,1
5157,3
5158,2
5159,2
5160,0
5161,2
5162,1
5163,0
5164,0
5165,3
5166,1
5167,2
5168,3
5169,0
5170,0
5171,0
5172,3
5173,1
5174,3
5175,1
5176,1
5177,1
5178,3
5179,1
5180,3
5181,2
5182,1
5183,0
5184,2
5185,1
5186,3
5187,3
5188,1
5189,1
5190,1
5191,3
5192,2
5193,3
5194,3
5195,1
5196,1
5197,3
5198,0
5199,2
5200,3
5201,1
5202,2
5203,1
5204,2
5205,3
5206,1
5207,1
5208,2
5209,1
5210,3
5211,3
5212,1
5213,3
5214,3
5215,2
5216,1
5217,3
5218,3
5219,1
5220,0
5221,3
5222,3
5223,2
5224,3
5225,2
5226,0
5227,1
5228,1
5229,3
5230,0
5231,2
5232,0
5233,3
5234,2
5235,3
5236,0
5237,2
5238,2
5239,2
5240,3
5241,1
5242,2
5243,2
5244,1
5245,2
5246,2
5247,2
5248,2
5249,3
5250,2
5251,2
5252,0
5253,2
5254,0
5255,2
5256,0
5257,0
5258,2
5259,1
5260,2
5261,2
5262,2
5263,3
5264,3
5265,2
5266,2
5267,2
5268,3
5269,0
5270,3
5271,1
5272,1
5273,2
5274,2
5275,2
5276,1
5277,0
5278,2
5279,2
5280,0
5281,0
5282,1
5283,2
5284,3
5285,2
5286,1
5287,0
5288,2
5289,2
5290,0
5291,2
5292,0
5293,2
5294,1
5295,0
5296,0
5297,2
5298,3
5299,0
5300,2
5301,0
5302,0
5303,1
5304,2
5305,2
5306,0
5307,2
5308,0
5309,0
5310,0
5311,3
5312,1
5313,3
5314,0
5315,2
5316,0
5317,2
5318,0
5319,1
5320,1
5321,2
5322,3
5323,2
5324,1
5325,3
5326,1
5327,2
5328,0
5329,1
5330,0
5331,2
5332,1
5333,2
5334,1
5335,2
5336,0
5337,0
5338,1
5339,2
5340,2
5341,0
5342,2
5343,2
5344,1
5345,3
5346,2
5347,1
5348,1
5349,1
5350,3
5351,0
5352,3
5353,3
5354,0
5355,1
5356,3
5357,0
5358,2
5359,1
5360,0
5361,3
5362,1
5363,3
5364,2
5365,3
5366,0
5367,1
5368,2
5369,3
5370,1
5371,0
5372,1
5373,0
5374,2
5375,1
5376,0
5377,3
5378,3
5379,3
5380,3
5381,3
5382,0
5383,0
5384,0
5385,3
5386,0
5387,0
5388,0
5389,1
5390,1
5391,2
5392,2
5393,3
5394,2
5395,0
5396,3
5397,0
5398,1
5399,0
5400,2
5401,1
5402,2
5403,1
5404,2
5405,2
5406,0
5407,0
5408,0
5409,3
5410,0
5411,0
5412,0
5413,3
5414,0
5415,1
5416,2
5417,3
5418,2
5419,0
5420,2
5421,1
5422,0
5423,3
5424,3
5425,0
5426,3
5427,1
5428,2
5429,3
5430,3
5431,1
5432,0
5433,3
5434,3
5435,3
5436,3
5437,3
5438,1
5439,1
5440,3
5441,1
5442,2
5443,0
5444,2
5445,3
5446,3
5447,3
5448,2
5449,2
5450,2
5451,3
5452,3
5453,2
5454,0
5455,3
5456,2
5457,3
5458,0
5459,2
5460,3
5461,3
5462,0
5463,1
5464,3
5465,0
5466,0
5467,3
5468,1
5469,2
5470,2
5471,0
5472,1
5473,0
5474,2
5475,0
5476,0
5477,3
5478,2
5479,0
5480,2
5481,3
5482,0
5483,3
5484,3
5485,3
5486,1
5487,1
5488,3
5489,0
5490,0
5491,1
5492,0
5493,2
5494,2
5495,0
5496,0
5497,0
5498,2
5499,2
5500,3
5501,3
5502,0
5503,1
5504,0
5505,3
5506,1
5507,3
5508,0
5509,0
5510,1
5511,0
5512,2
5513,2
5514,3
5515,1
5516,0
5517,0
5518,1
5519,0
5520,2
5521,1
5522,1
5523,1
5524,1
5525,3
5526,1
5527,1
5528,0
5529,1
5530,1
5531,1
5532,3
5533,0
5534,0
5535,0
5536,2
5537,2
5538,2
5539,2
5540,2
5541,2
5542,2
5543,2
5544,1
5545,2
5546,2
5547,2
5548,0
5549,0
5550,3
5551,2
5552,1
5553,2
5554,2
5555,0
5556,2
5557,1
5558,2
5559,2
5560,2
5561,2
5562,2
5563,2
5564,1
5565,2
5566,2
5567,2
5568,2
5569,0
5570,1
5571,2
5572,2
5573,2
5574,2
5575,2
5576,2
5577,3
5578,2
5579,1
5580,2
5581,2
5582,1
5583,3
5584,1
5585,1
5586,2
5587,0
5588,1
5589,0
5590,3
5591,1
5592,1
5593,1
5594,2
5595,1
5596,3
5597,1
5598,0
5599,3
5600,0
5601,0
5602,3
5603,1
5604,3
5605,3
5606,0
5607,3
5608,2
5609,0
5610,0
5611,0
5612,2
5613,1
5614,2
5615,1
5616,0
5617,2
5618,3
5619,0
5620,0
5621,3
5622,3
5623,2
5624,1
5625,2
5626,2
5627,2
5628,3
5629,2
5630,0
5631,0
5632,3
5633,2
5634,0
5635,3
5636,0
5637,1
5638,2
5639,2
5640,3
5641,0
5642,2
5643,0
5644,2
5645,3
5646,2
5647,3
5648,1
5649,0
5650,1
5651,2
5652,0
5653,3
5654,0
5655,3
5656,2
5657,1
5658,2
5659,0
5660,1
5661,2
5662,0
5663,1
5664,1
5665,0
5666,1
5667,0
5668,1
5669,2
5670,2
5671,0
5672,3
5673,1
5674,2
5675,3
5676,3
5677,0
5678,2
5679,2
5680,3
5681,0
5682,1
5683,2
5684,2
5685,3
5686,2
5687,3
5688,2
5689,1
5690,2
5691,0
5692,2
5693,2
5694,1
5695,0
5696,0
5697,2
5698,2
5699,1
5700,2
5701,0
5702,2
5703,3
5704,0
5705,3
5706,3
5707,3
5708,3
5709,2
5710,3
5711,3
5712,0
5713,1
5714,3
5715,3
5716,3
5717,3
5718,1
5719,1
5720,1
5721,0
5722,2
5723,2
5724,0
5725,2
5726,0
5727,2
5728,0
5729,2
5730,1
5731,3
5732,1
5733,3
5734,3
5735,0
5736,3
5737,2
5738,2
5739,0
5740,0
5741,2
5742,2
5743,3
5744,1
5745,2
5746,3
5747,2
5748,3
5749,0
5750,3
5751,0
5752,0
5753,1
5754,2
5755,2
5756,3
5757,3
5758,1
5759,1
5760,0
5761,1
5762,3
5763,2
5764,3
5765,2
5766,0
5767,0
5768,3
5769,2
5770,3
5771,2
5772,2
5773,1
5774,2
5775,0
5776,1
5777,0
5778,3
5779,0
5780,1
5781,3
5782,0
5783,0
5784,2
5785,1
5786,2
5787,3
5788,3
5789,0
5790,3
5791,2
5792,2
5793,1
5794,3
5795,1
5796,3
